name,orf,desc,introns,status,sgd,extra,chr_loc,start,stop,orf_start,orf_stop
FIS1,YIL065C,Protein involved in mitochondrial fission and peroxisome abundance; may have a distinct role in tethering protein aggregates to mitochondria in order to retain them in the mother cell; required for localization of Dnm1p and Mdv1p during mitochondrial division; mediates ethanol-induced apoptosis and ethanol-induced mitochondrial fragmentation,[],Verified ORF,S000001327,reverse complement,9,241775,241308,241814,241238
RNR3,YIL066C,"Minor isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis, regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; RNR3 has a paralog, RNR1, that arose from the whole genome duplication",[],Verified ORF,S000001328,reverse complement,9,240708,238099,,
YIL067C,YIL067C,Uncharacterized protein of unknown function,[],Uncharacterized ORF,S000001329,reverse complement,9,237760,235724,237819,235641
SEC6,YIL068C,Essential 88kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; anchors the assembled complex to sites of secretion; interacts with SM-like protein and SNARE regulator Sec1p and may recruit it to sites of secretion; binds to SNARE complexes binteracting with Sec9p,[],Verified ORF,S000001330,reverse complement,9,235474,233057,235533,232957
RPS24B,YIL069C,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S24, no bacterial homolog; RPS24B has a paralog, RPS24A, that arose from the whole genome duplication",[232367 231957],Verified ORF,S000001331,"reverse complement, intron sequence removed",9,232369,231553,232414,231368
MAM33,YIL070C,Specific translational activator for the mitochondrial COX1 mRNA; acidic protein of the mitochondrial matrix; related to the human complement receptor gC1q-R,[],Verified ORF,S000001332,reverse complement,9,231072,230272,231127,230163
PCI8,YIL071C,"Possible shared subunit of Cop9 signalosome (CSN) and eIF3; binds eIF3b subunit Prt1p, has possible dual functions in transcriptional and translational control, contains a PCI (Proteasome-COP9 signalosome (CSN)-eIF3) domain",[],Verified ORF,S000001333,reverse complement,9,229994,228660,230043,228351
HOP1,YIL072W,"Meiosis-specific protein required for chromosome synapsis; displays Red1p dependent localization to the unsynapsed axial-lateral elements of the synaptonemal complex; required for chiasma formation; in vitro, displays the ability to promote intra- and intermolecular synapsis between double-stranded DNA molecules and to fold DNA into rigid protein-DNA filaments",[],Verified ORF,S000001334,[],9,226602,228419,,
SPO22,YIL073C,Meiosis-specific protein essential for chromosome synapsis; involved in completion of nuclear divisions during meiosis; induced early in meiosis,[225900 225809],Verified ORF,S000001335,"reverse complement, intron sequence removed",9,225954,222937,224576,222816
SER33,YIL074C,"3-phosphoglycerate dehydrogenase and alpha-ketoglutarate reductase; 3PG dehydrogenase that catalyzes the first step in serine and glycine biosynthesis; also functions as an alpha-ketoglutarate reductase, converting alpha-ketoglutarate to D-2-hydroxyglutarate (D-2HG); localizes to the cytoplasm; SER33 has a paralog, SER3, that arose from the whole genome duplication",[],Verified ORF,S000001336,reverse complement,9,222490,221081,222577,221028
RPN2,YIL075C,Subunit of the 26S proteasome; substrate of the N-acetyltransferase Nat1p; protein abundance increases in response to DNA replication stress,[],Verified ORF,S000001337,reverse complement,9,220700,217863,220762,217758
SEC28,YIL076W,"Epsilon-COP subunit of the coatomer; regulates retrograde Golgi-to-ER protein traffic; stabilizes Cop1p, the alpha-COP and the coatomer complex; non-essential for cell growth; protein abundance increases in response to DNA replication stress",[],Verified ORF,S000001338,[],9,216658,217548,216646,217667
RCI37,YIL077C,"Protein that associates with the large mitoribosomal subunit; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)",[],Uncharacterized ORF,S000001339,reverse complement,9,215953,214991,216438,214858
THS1,YIL078W,Threonyl-tRNA synthetase; essential cytoplasmic protein; human homolog TARS can complement yeast null mutant,[],Verified ORF,S000001340,[],9,212499,214703,212456,214776
AIR1,YIL079C,"Zinc knuckle protein; involved in nuclear RNA processing and degradation as a component of the TRAMP complex; stimulates the poly(A) polymerase activity of Pap2p in vitro; AIR1 has a paralog, AIR2, that arose from the whole genome duplication; although Air1p and Air2p are homologous TRAMP subunits, they have nonredundant roles in regulation of substrate specificity of the exosome",[],Verified ORF,S000001341,reverse complement,9,212005,210923,212036,210820
YIL080W,YIL080W,Deleted TyB Gag-Pol pseudogene; this feature was included in the original annotation in error and was later withdrawn because it overlaps completely with functional transposable element gene YIL082W-A,[206484 206486], pseudogene,S000001342,one base removed to allow translational frameshift,9,205635,210357,,
YIL082W,YIL082W,Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag,[],Dubious ORF,S000001344,[],9,205635,206507,,
CAB2,YIL083C,"Phosphopantothenoylcysteine synthetase (PPCS); catalyzes the second step of coenzyme A biosynthesis from pantothenate; subunit of the CoA-Synthesizing Protein Complex (CoA-SPC) that contains: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p subunits; null mutant lethality is complemented by human homolog PPCS and by E. coli coaBC, a bifunctional enzyme with PPCS activity",[],Verified ORF,S000001345,reverse complement,9,204653,203556,204742,203460
SDS3,YIL084C,"Component of the Rpd3L histone deacetylase complex; required for its structural integrity and catalytic activity, involved in transcriptional silencing and required for sporulation; relocalizes to the cytosol in response to hypoxia; cells defective in SDS3 display pleiotropic phenotypes",[],Verified ORF,S000001346,reverse complement,9,203259,202276,203301,201147
KTR7,YIL085C,"Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR7 has a paralog, KTR5, that arose from the whole genome duplication",[],Verified ORF,S000001347,reverse complement,9,202043,200490,202094,200429
YIL086C,YIL086C,Putative protein of unknown function; conserved across S. cerevisiae strains,[],Uncharacterized ORF,S000001348,reverse complement,9,200461,200153,,
AIM19,YIL087C,Protein of unknown function; mitochondrial protein that physically interacts with Tim23p; null mutant displays reduced respiratory growth,[],Verified ORF,S000001349,reverse complement,9,200119,199646,200193,199554
AVT7,YIL088C,Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters,[],Verified ORF,S000001350,reverse complement,9,199403,197931,199443,197855
YIL089W,YIL089W,Protein of unknown function found in the ER and vacuole lumen; overexpression of YIL089W affects endocytic protein trafficking,[],Verified ORF,S000001351,[],9,195599,196216,195513,196271
ICE2,YIL090W,Integral ER membrane protein with type-III transmembrane domains; required for maintenance of ER zinc homeostasis; necessary for efficient targeting of Trm1p tRNA methyltransferase to inner nuclear membrane; mutations cause defects in cortical ER morphology in both the mother and daughter cells,[],Verified ORF,S000001352,[],9,193595,195070,193457,195397
UTP25,YIL091C,Nucleolar protein; required for 35S pre-RNA processing and 40S ribosomal subunit biogenesis,[],Verified ORF,S000001353,reverse complement,9,193195,191030,193226,190976
YIL092W,YIL092W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus,[],Uncharacterized ORF,S000001354,[],9,189066,190967,188999,191064
RSM25,YIL093C,Mitochondrial ribosomal protein of the small subunit,[],Verified ORF,S000001355,reverse complement,9,188784,187990,188859,187866
LYS12,YIL094C,"Homo-isocitrate dehydrogenase; an NAD-linked mitochondrial enzyme required for the fourth step in the biosynthesis of lysine, in which homo-isocitrate is oxidatively decarboxylated to alpha-ketoadipate",[],Verified ORF,S000001356,reverse complement,9,187632,186517,187659,186436
PRK1,YIL095W,"Ser/Thr protein kinase; regulates the organization and function of the actin cytoskeleton; inhibits clathrin-mediated endocytosis; phosphorylates the Pan1p and Sla1p subunits of the Pan1p-Sla1p-End3p complex, resulting in inhibition of complex formation; inhibits Scd5p through phosphorylation; phosphorylates Pan1p-interacting proteins, Ent1/2 and Yap1801/2; negatively regulated through autophosphorylation; functional overlap with ARK1",[],Verified ORF,S000001357,[],9,183937,186369,183768,186439
BMT5,YIL096C,Methyltransferase required for m3U2634 methylation of the 25S rRNA; S-adenosylmethionine-dependent; associates with precursors of the 60S ribosomal subunit; predicted to be involved in ribosome biogenesis,[],Verified ORF,S000001358,reverse complement,9,183127,182117,183144,182020
FYV10,YIL097W,"Subunit of GID complex; involved in proteasome-dependent catabolite inactivation of gluconeogenic enzymes FBPase, PEPCK, and c-MDH; forms dimer with Rmd5p that is then recruited to GID Complex by Gid8p; contains a degenerate RING finger motif needed for GID complex ubiquitin ligase activity in vivo, as well as CTLH and CRA domains; plays role in anti-apoptosis; required for survival upon exposure to K1 killer toxin",[],Verified ORF,S000001359,[],9,180427,181977,180418,182123
FMC1,YIL098C,Mitochondrial matrix protein; required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase; null mutant temperature sensitive growth on glycerol is suppressed by multicopy expression of Odc1p,[],Verified ORF,S000001360,reverse complement,9,180239,179772,180259,179678
SGA1,YIL099W,"Intracellular sporulation-specific glucoamylase; involved in glycogen degradation; induced during starvation of a/a diploids late in sporulation, but dispensable for sporulation",[],Verified ORF,S000001361,[],9,178004,179653,,
YIL100W,YIL100W,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the dubious ORF YIL100C-A",[],Dubious ORF,S000001362,[],9,177373,177726,,
XBP1,YIL101C,"Transcriptional repressor; binds promoter sequences of cyclin genes, CYS3, and SMF2; not expressed during log phase of growth, but induced by stress or starvation during mitosis, and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress",[],Verified ORF,S000001363,reverse complement,9,177250,175307,,
YIL102C,YIL102C,Putative protein of unknown function,[],Uncharacterized ORF,S000001364,reverse complement,9,174887,174582,,
DPH1,YIL103W,"Protein required for synthesis of diphthamide; required along with Dph2p, Kti11p, Jjj3p, and Dph5p; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph2p and Kti11p",[],Verified ORF,S000001365,[],9,171751,173028,171701,173101
SHQ1,YIL104C,Chaperone protein; required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing; functions as an RNA mimic; forms a complex with Naf1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; homology with known Hsp90p cochaperones; relocalizes to the cytosol in response to hypoxia,[],Verified ORF,S000001366,reverse complement,9,171505,169982,171539,169884
SLM1,YIL105C,"Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm2p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; TORC2 complex substrate and effector; protein abundance increases in response to DNA replication stress; SLM1 has a paralog, SLM2, that arose from the whole genome duplication",[],Verified ORF,S000001367,reverse complement,9,169641,167581,169782,167542
MOB1,YIL106W,Component of the mitotic exit network; associates with and is required for the activation and Cdc15p-dependent phosphorylation of the Dbf2p kinase; required for cytokinesis and cell separation; component of the CCR4 transcriptional complex; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress,[166434 166520],Verified ORF,S000001368,intron sequence removed,9,166415,167444,166380,167525
PFK26,YIL107C,"6-phosphofructo-2-kinase; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A",[],Verified ORF,S000001369,reverse complement,9,165761,163278,165932,163269
YIL108W,YIL108W,Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress,[],Verified ORF,S000001370,[],9,160887,162977,160863,163060
SEC24,YIL109C,"Component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SEC24 has a paralog, SFB2, that arose from the whole genome duplication",[],Verified ORF,S000001371,reverse complement,9,160165,157385,160252,157270
HPM1,YIL110W,AdoMet-dependent methyltransferase; involved in a novel 3-methylhistidine modification of ribosomal protein Rpl3p; seven beta-strand MTase family member; null mutant exhibits a weak vacuolar protein sorting defect and caspofungin resistance,[],Verified ORF,S000001372,[],9,156045,157178,156014,157327
COX5B,YIL111W,"Subunit Vb of cytochrome c oxidase; cytochrome c oxidase is the terminal member of the mitochondrial inner membrane electron transport chain; Cox5Bp is predominantly expressed during anaerobic growth while its isoform Va (Cox5Ap) is expressed during aerobic growth; COX5B has a paralog, COX5A, that arose from the whole genome duplication",[155222 155311],Verified ORF,S000001373,intron sequence removed,9,155222,155765,155191,155799
HOS4,YIL112W,Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate,[],Verified ORF,S000001374,[],9,151595,154846,151554,154976
SDP1,YIL113W,"Stress-inducible dual-specificity MAP kinase phosphatase; negatively regulates Slt2p MAP kinase by direct dephosphorylation, diffuse localization under normal conditions shifts to punctate localization after heat shock; SDP1 has a paralog, MSG5, that arose from the whole genome duplication",[],Verified ORF,S000001375,[],9,150559,151188,150522,151294
POR2,YIL114C,"Putative mitochondrial porin (voltage-dependent anion channel); not required for mitochondrial membrane permeability or mitochondrial osmotic stability; POR2 has a paralog, POR1, that arose from the whole genome duplication",[],Verified ORF,S000001376,reverse complement,9,149988,149143,150019,149073
NUP159,YIL115C,"FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport; regulates ADP release from the ATP-dependent RNA helicase Dbp5p; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup116p)",[],Verified ORF,S000001377,reverse complement,9,148709,144327,148820,144270
HIS5,YIL116W,"Histidinol-phosphate aminotransferase; catalyzes the seventh step in histidine biosynthesis; responsive to general control of amino acid biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts",[],Verified ORF,S000001378,[],9,142928,144085,142894,144109
PRM5,YIL117C,"Pheromone-regulated protein, predicted to have 1 transmembrane segment; induced during cell integrity signaling; PRM5 has a paralog, YNL058C, that arose from the whole genome duplication",[],Verified ORF,S000001379,reverse complement,9,141569,140613,141656,140494
RHO3,YIL118W,Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; involved in the establishment of cell polarity; GTPase activity positively regulated by the GTPase activating protein (GAP) Rgd1p,[],Verified ORF,S000001380,[],9,139752,140447,139638,140602
RPI1,YIL119C,"Transcription factor, allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF",[],Verified ORF,S000001381,reverse complement,9,137877,136654,138068,136358
QDR1,YIL120W,"Multidrug transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; involved in spore wall assembly; sequence similarity to DTR1 and QDR3, and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; required for resistance to quinidine, ketoconazole, fluconazole, and barban; QDR1 has a paralog, AQR1, that arose from the whole genome duplication",[],Verified ORF,S000001382,[],9,134417,136108,135252,136188
QDR2,YIL121W,"Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; exports copper; has broad substrate specificity and can transport many mono- and divalent cations; transports a variety of drugs and is required for resistance to quinidine, barban, cisplatin, and bleomycin; contributes to potassium homeostasis; expression is regulated by copper",[],Verified ORF,S000001383,[],9,132244,133872,132240,134035
POG1,YIL122W,"DNA-binding transcriptional activator; involved in cell cycle regulation; overexpression promotes recovery from pheromone induced arrest via CLN1/2 transcription, induction of of IME1 during sporulation, and suppression of stress sensitivity resulting from mutation of the E3 ubiquitin ligase Rsp5p; binds upstream of BAR1 and cell cycle-related genes; phosphorylated form may be ubiquitinated by Dma2p; potential Cdc28p substrate; regulated by Swi4/6 cell-cycle box binding factor (SBF)",[],Verified ORF,S000001384,[],9,130610,131665,130323,131821
SIM1,YIL123W,"Protein of the SUN family (Sim1p, Uth1p, Nca3p, Sun4p); may participate in DNA replication; promoter contains SCB regulation box at -300 bp indicating that expression may be cell cycle-regulated; SIM1 has a paralog, SUN4, that arose from the whole genome duplication",[],Verified ORF,S000001385,[],9,128151,129581,128095,129912
AYR1,YIL124W,"Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase; NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase involved in phosphatidic acid biosynthesis; lipid droplet triacylglycerol lipase involved in the mobilization of non-polar lipids; found in lipid particles, the endoplasmic reticulum and the mitochondrial outer membrane; required for spore germination; role in cell wall biosynthesis; capable of metabolizing steroid hormones; oleic acid inducible",[],Verified ORF,S000001386,[],9,126204,127097,126173,127197
KGD1,YIL125W,"Subunit of the mitochondrial alpha-ketoglutarate dehydrogenase complex; catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA",[],Verified ORF,S000001387,[],9,122689,125733,122408,125996
STH1,YIL126W,ATPase component of the RSC chromatin remodeling complex; required for expression of early meiotic genes; promotes base excision repair in chromatin; essential helicase-related protein homologous to Snf2p,[],Verified ORF,S000001388,[],9,117992,122071,117910,122205
RRT14,YIL127C,Putative protein of unknown function; identified in a screen for mutants with decreased levels of rDNA transcription; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis,[],Uncharacterized ORF,S000001389,reverse complement,9,117644,117024,117668,116937
MET18,YIL128W,"Component of cytosolic iron-sulfur protein assembly (CIA) machinery; acts at a late step of Fe-S cluster assembly; forms the CIA targeting complex with Cia1p and Cia2p that directs Fe-S cluster incorporation and maturation of a subset of cytosolic and nuclear proteins involved in methionine biosynthesis, DNA replication and repair, transcription, and telomere maintenance; ortholog of human MMS19",[],Verified ORF,S000001390,[],9,113806,116904,113730,117038
TAO3,YIL129C,"Component of the RAM signaling network; is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with protein kinase Cbk1p and also with Kic1p",[],Verified ORF,S000001391,reverse complement,9,113237,106107,113341,106013
ASG1,YIL130W,"Zinc cluster protein proposed to be a transcriptional regulator; regulator involved in the stress response; null mutants have a respiratory deficiency, calcofluor white sensitivity and slightly increased cycloheximide resistance",[],Verified ORF,S000001392,[],9,102782,105676,102657,105753
FKH1,YIL131C,"Forkhead family transcription factor; rate-limiting replication origin activator; evolutionarily conserved lifespan regulator; binds multiple chromosomal elements with distinct specificities, cell cycle dynamics; regulates transcription elongation, chromatin silencing at mating loci, expression of G2/M phase genes; facilitates clustering, activation of early-firing replication origins; binds HML recombination enhancer, regulates donor preference during mating-type switching",[],Verified ORF,S000001393,reverse complement,9,102235,100781,102292,100631
CSM2,YIL132C,"Component of Shu complex (aka PCSS complex); Shu complex also includes Psy3, Shu1, Shu2, and promotes error-free DNA repair,; Shu complex mediates inhibition of Srs2p function; promotes formation of Rad51p filaments; Psy3p and Csm2p contain similar DNA-binding regions which work together to form a single DNA binding site; required for accurate chromosome segregation during meiosis",[],Verified ORF,S000001394,reverse complement,9,100501,99860,100517,99453
RPL16A,YIL133C,"Ribosomal 60S subunit protein L16A; N-terminally acetylated, binds 5.8 S rRNA; transcriptionally regulated by Rap1p; homologous to mammalian ribosomal protein L13A and bacterial L13; RPL16A has a paralog, RPL16B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress",[99386 99095],Verified ORF,S000001395,"reverse complement, intron sequence removed",9,99416,98527,99437,98440
FLX1,YIL134W,"Mitochondrial flavin adenine dinucleotide transporter; FAD is a synthesis product of riboflavin; human homolog SLC25A32 is implicated in multiple acyl-CoA dehydrogenase deficiency (MADD) or glutaric aciduria type II (GAII), and can complement yeast null mutant",[],Verified ORF,S000001396,[],9,97395,98330,97371,98397
VHS2,YIL135C,"Regulator of septin dynamics; involved in the regulation of septin dynamics at bud neck after mitotic entry, likely by stabilizing septin structure; regulated at post-translational level by cell cycle dependent phosphorylation; likely phosphorylated by Cdc28p and dephosphorylated by Cdc14p before cytokinesis; high-copy suppressor of synthetic lethality of sis2 sit4 double mutant; VHS2 has a paralog, MLF3, that arose from the whole genome duplication",[],Verified ORF,S000001397,reverse complement,9,96375,95065,96433,94910
OM45,YIL136W,"Mitochondrial outer membrane protein of unknown function; major constituent of the outer membrane, extending into the intermembrane space; interacts with porin (Por1p) and with Om14p; imported via the presequence pathway involving the TOM and TIM23 complexes, then assembled in the outer membrane by Mim1p; protein abundance increases in response to DNA replication stress",[],Verified ORF,S000001398,[],9,93619,94800,93593,94899
TMA108,YIL137C,"Ribosome-associated, nascent chain binding factor; binds N-terminal region of nascent peptides during translation; recognizes target proteins via its putative metallopeptidase peptide-binding pocket",[],Verified ORF,S000001399,reverse complement,9,92788,89948,92828,89866
TPM2,YIL138C,"Minor isoform of tropomyosin; binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; appears to have distinct and also overlapping functions with Tpm1p; TPM2 has a paralog, TPM1, that arose from the whole genome duplication",[],Verified ORF,S000001400,reverse complement,9,89715,89230,89726,88879
REV7,YIL139C,"Accessory subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; forms a complex with Rev3p, Pol31p and Pol32p",[],Verified ORF,S000001401,reverse complement,9,88716,87979,88737,87857
AXL2,YIL140W,Integral plasma membrane protein; required for axial budding in haploid cells; localizes to the incipient bud site and bud neck; glycosylated by Pmt4p; potential Cdc28p substrate,[],Verified ORF,S000001402,[],9,85366,87837,85263,87964
YIL141W,YIL141W,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",[],Dubious ORF,S000001403,[],9,85053,85442,,
CCT2,YIL142W,"Subunit beta of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",[],Verified ORF,S000001404,[],9,83302,84885,83275,84935
SSL2,YIL143C,"Component of RNA polymerase transcription factor TFIIH holoenzyme; acts as dsDNA-dependent translocase in context of TFIIH, unwinds DNA strands during initiation and promotes transcription start site (TSS) scanning; has DNA-dependent ATPase/helicase activity; interacts functionally with TFIIB, has roles in TSS selection and gene looping to juxtapose initiation and termination regions; involved in DNA repair; relocalizes to cytosol under hypoxia; homolog of human ERCC3",[],Verified ORF,S000001405,reverse complement,9,83041,80510,83077,80165
NDC80,YIL144W,"Component of the kinetochore-associated Ndc80 complex; conserved coiled-coil protein involved in chromosome segregation, spindle checkpoint activity, and kinetochore assembly and clustering; evolutionarily conserved; complex members include Ndc80p, Nuf2p, Scp24p, and Spc25p; modified by sumoylation",[],Verified ORF,S000001406,[],9,78074,80149,77972,80219
PAN6,YIL145C,"Pantothenate synthase; also known as pantoate-beta-alanine ligase, required for pantothenic acid biosynthesis, deletion causes pantothenic acid auxotrophy, homologous to E. coli panC",[],Verified ORF,S000001407,reverse complement,9,77283,76354,77319,76028
ATG32,YIL146C,"Mitochondrial outer membrane protein required to initiate mitophagy; recruits the autophagy adaptor protein Atg11p and the ubiquitin-like protein Atg8p to the mitochondrial surface to initiate mitophagy, the selective vacuolar degradation of mitochondria in response to starvation; can promote pexophagy when placed ectopically in the peroxisomal membrane; regulates mitophagy and ethanol production during alcoholic fermentation",[],Verified ORF,S000001408,reverse complement,9,75773,74184,76129,73969
SLN1,YIL147C,"Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p, thereby forming a phosphorelay system similar to bacterial two-component regulators",[],Verified ORF,S000001409,reverse complement,9,73453,69791,73669,69504
RPL40A,YIL148W,"Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yield ubiquitin and ribosomal protein L40A; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40, no bacterial homolog; RPL40A has a paralog, RPL40B, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress",[68715 69150],Verified ORF,S000001410,intron sequence removed,9,68708,69528,68693,69593
MLP2,YIL149C,"Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog, MLP1, that arose from the whole genome duplication",[],Verified ORF,S000001411,reverse complement,9,68067,63028,68205,62909
MCM10,YIL150C,Essential chromatin-associated protein; involved in initiation of DNA replication; required for association of MCM2-7 complex with replication origins; required to stabilize catalytic subunit of DNA polymerase-alpha; self-associates through its N-terminal domain,[],Verified ORF,S000001412,reverse complement,9,62728,61013,62759,60960
ESL1,YIL151C,"hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl1p and Esl2p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; ESL1 has a paralog, ESL2, that arose from the whole genome duplication",[],Uncharacterized ORF,S000001413,reverse complement,9,60694,57338,,
YIL152W,YIL152W,Putative protein of unknown function,[],Uncharacterized ORF,S000001414,[],9,56545,57252,56528,57277
RRD1,YIL153W,"Peptidyl-prolyl cis/trans-isomerase; activator of the phosphotyrosyl phosphatase activity of PP2A; involved in G1 phase progression, microtubule dynamics, bud morphogenesis and DNA repair; required for rapid reduction of Sgs1p levels in response to rapamycin; subunit of the Tap42p-Sit4p-Rrd1p complex; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress",[],Verified ORF,S000001415,[],9,55198,56379,55167,56434
IMP2',YIL154C,Transcriptional activator involved in maintenance of ion homeostasis; also involved in protection against DNA damage caused by bleomycin and other oxidants; contains a C-terminal leucine-rich repeat,[],Verified ORF,S000001416,reverse complement,9,55021,53981,55046,53907
GUT2,YIL155C,"Mitochondrial glycerol-3-phosphate dehydrogenase; expression is repressed by both glucose and cAMP and derepressed by non-fermentable carbon sources in a Snf1p, Rsf1p, Hap2/3/4/5 complex dependent manner",[],Verified ORF,S000001417,reverse complement,9,53708,51759,53752,51418
UBP7,YIL156W,"Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; UBP7 has a paralog, UBP11, that arose from the whole genome duplication",[],Verified ORF,S000001418,[],9,48091,51306,48105,51601
COA1,YIL157C,Mitochondrial inner membrane protein; required for assembly of the cytochrome c oxidase complex (complex IV); interacts with complex IV assembly factor Shy1p during the early stages of assembly,[],Verified ORF,S000001419,reverse complement,9,47542,46949,47551,46741
AIM20,YIL158W,"Protein of unknown function; overexpression causes cell cycle delay or arrest; green fluorescent protein (GFP)-fusion protein localizes to vacuole; null mutant displays elevated frequency of mitochondrial genome loss; relocalizes from nucleus to cytoplasm upon DNA replication stress; AIM20 has a paralog, SKG1, that arose from the whole genome duplication",[],Verified ORF,S000001420,[],9,46201,46815,46190,46900
BNR1,YIL159W,Formin; nucleates the formation of linear actin filaments; involved in processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; activity is regulated by Hof1p and by the Bud14p-Kel1p-Kel2p complex; dephosphorylated and delocalized from the division site in a Glc7p/Ref2p-dependent manner; functionally redundant with BNI1,[],Verified ORF,S000001421,[],9,41825,45952,41793,46025
POT1,YIL160C,3-ketoacyl-CoA thiolase with broad chain length specificity; cleaves 3-ketoacyl-CoA into acyl-CoA and acetyl-CoA during beta-oxidation of fatty acids,[],Verified ORF,S000001422,reverse complement,9,41444,40191,41981,40205
YIL161W,YIL161W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; mRNA is enriched in Scp160p-associated mRNPs; YIL161W is a non-essential gene,[],Uncharacterized ORF,S000001423,[],9,39433,40140,39423,40179
SUC2,YIL162W,"Invertase; sucrose hydrolyzing enzyme; a secreted, glycosylated form is regulated by glucose repression, and an intracellular, nonglycosylated enzyme is produced constitutively",[],Verified ORF,S000001424,[],9,37385,38983,37350,39203
